complex_id,month,lawd_code5,property_type,area_bucket,median_price,weighted_price,trade_count,rent_count,jeonse_median,jeonse_ratio,drawdown_from_high,transaction_heat,reacceleration_score,liquidity_score,leader_score
27260|청아타운|apartment|over_101,2026-02,27260,apartment,over_101,300000000.0,300000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,46.38403990024938
27260|청아타운|apartment|over_101,2026-03,27260,apartment,over_101,292000000.0,296000000.0,2.0,3.0,20000000.0,6.756756756756757,-1.3333333333333308,2.0,0.5,100.0,42.4757281553398
27260|청아타운|apartment|unknown,2026-04,27260,apartment,unknown,0.0,0.0,0.0,1.0,175000000.0,0.0,0.0,0.0,1.0,0.0,20.99391480730223
27260|청원|apartment|84,2026-01,27260,apartment,84,315000000.0,315000000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,55.42857142857143
27260|칸타빌황금아파트|apartment|84,2026-01,27260,apartment,84,340000000.0,340000000.0,1.0,1.0,200000000.0,58.82352941176471,0.0,1.0,1.0,100.0,57.99999999999999
27260|캐슬골드파크1단지|apartment|59,2026-01,27260,apartment,59,287000000.0,287000000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,33.33333333333333,52.142857142857146
27260|캐슬골드파크1단지|apartment|59,2026-02,27260,apartment,59,285000000.0,286000000.0,1.0,1.0,20000000.0,6.993006993006993,-0.34843205574912606,1.0,1.0,66.66666666666666,43.391521197007485
27260|캐슬골드파크1단지|apartment|59,2026-03,27260,apartment,59,345000000.0,315500000.0,1.0,0.0,20000000.0,6.3391442155309035,0.0,1.0,1.0,100.0,45.87378640776699
27260|캐슬골드파크1단지|apartment|59,2026-04,27260,apartment,59,347000000.0,331250000.0,1.0,1.0,20000000.0,6.037735849056604,0.0,1.0,1.0,100.0,62.27180527383367
27260|캐슬골드파크1단지|apartment|84,2026-01,27260,apartment,84,548000000.0,548000000.0,5.0,3.0,330000000.0,60.21897810218978,0.0,5.0,1.0,55.55555555555556,72.28571428571429
27260|캐슬골드파크1단지|apartment|84,2026-02,27260,apartment,84,550000000.0,549000000.0,1.0,0.0,330000000.0,60.10928961748634,0.0,0.2,1.0,66.66666666666666,70.32418952618454
27260|캐슬골드파크1단지|apartment|84,2026-03,27260,apartment,84,518000000.0,533500000.0,3.0,1.0,340000000.0,63.73008434864105,-2.823315118397085,1.0,0.4,100.0,67.47572815533981
27260|캐슬골드파크1단지|apartment|84,2026-04,27260,apartment,84,535000000.0,534250000.0,5.0,0.0,340000000.0,63.64061768834816,-2.686703096539167,1.6666666666666667,1.3333333333333333,100.0,76.67342799188641
27260|캐슬골드파크1단지|apartment|over_101,2026-03,27260,apartment,over_101,685000000.0,685000000.0,1.0,2.0,255000000.0,37.22627737226277,0.0,1.0,1.0,50.0,77.66990291262135
27260|캐슬골드파크1단지|apartment|over_101,2026-04,27260,apartment,over_101,660000000.0,672500000.0,1.0,1.0,350000000.0,52.04460966542751,-1.8248175182481785,1.0,1.0,100.0,84.17849898580123
27260|캐슬골드파크1단지|apartment|unknown,2026-04,27260,apartment,unknown,0.0,0.0,0.0,2.0,185000000.0,0.0,0.0,0.0,1.0,0.0,20.99391480730223
27260|캐슬골드파크2단지|apartment|74,2026-02,27260,apartment,74,530500000.0,530500000.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,100.0,68.82793017456359
27260|캐슬골드파크2단지|apartment|74,2026-03,27260,apartment,74,530500000.0,530500000.0,0.0,1.0,310000000.0,58.435438265787,0.0,0.0,1.0,100.0,66.99029126213593
27260|캐슬골드파크2단지|apartment|74,2026-04,27260,apartment,74,530500000.0,530500000.0,0.0,1.0,30000000.0,5.655042412818096,0.0,0.0,0.0,100.0,76.47058823529412
27260|캐슬골드파크2단지|apartment|84,2026-01,27260,apartment,84,0.0,0.0,0.0,1.0,20000000.0,0.0,0.0,0.0,1.0,0.0,17.142857142857142
27260|캐슬골드파크2단지|apartment|84,2026-02,27260,apartment,84,649000000.0,649000000.0,1.0,0.0,20000000.0,3.0816640986132513,0.0,1.0,1.0,50.0,77.0573566084788
27260|캐슬골드파크2단지|apartment|84,2026-03,27260,apartment,84,570000000.0,609500000.0,1.0,0.0,20000000.0,3.281378178835111,-6.0862865947611695,2.0,1.0,100.0,73.30097087378641
27260|캐슬골드파크2단지|apartment|over_101,2026-02,27260,apartment,over_101,0.0,0.0,0.0,2.0,290000000.0,0.0,0.0,0.0,1.0,0.0,10.224438902743142
27260|캐슬골드파크2단지|apartment|over_101,2026-03,27260,apartment,over_101,0.0,0.0,0.0,0.0,290000000.0,0.0,0.0,0.0,1.0,0.0,8.859223300970873
27260|캐슬골드파크2단지|apartment|over_101,2026-04,27260,apartment,over_101,670000000.0,670000000.0,1.0,0.0,290000000.0,43.28358208955223,0.0,1.0,1.0,100.0,83.97565922920892
27260|캐슬골드파크2단지|apartment|unknown,2026-04,27260,apartment,unknown,0.0,0.0,0.0,1.0,30000000.0,0.0,0.0,0.0,1.0,0.0,20.99391480730223
27260|캐슬골드파크3단지|apartment|59,2026-02,27260,apartment,59,360000000.0,360000000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,52.244389027431424
